STATEFP,proportion_homeless_2019,COUNTYFP
55,0.000779,059
55,0.000779,061
55,0.000779,063
55,0.000779,065
55,0.000779,067
55,0.000779,069
55,0.000779,071
55,0.000779,073
55,0.000779,075
55,0.000779,077
55,0.000779,078
55,0.000779,079
55,0.000779,081
55,0.000779,083
55,0.000779,085
55,0.000779,087
55,0.000779,089
55,0.000779,091
55,0.000779,093
55,0.000779,095
55,0.000779,097
55,0.000779,099
55,0.000779,101
55,0.000779,103
55,0.000779,105
55,0.000779,107
55,0.000779,109
55,0.000779,111
55,0.000779,113
55,0.000779,115
55,0.000779,117
55,0.000779,119
55,0.000779,121
55,0.000779,123
55,0.000779,125
55,0.000779,127
55,0.000779,129
55,0.000779,131
55,0.000779,133
55,0.000779,135
55,0.000779,137
55,0.000779,139
55,0.000779,141
54,0.00078,001
54,0.00078,003
54,0.00078,005
54,0.00078,007
54,0.00078,009
54,0.00078,011
54,0.00078,013
54,0.00078,015
54,0.00078,017
54,0.00078,019
54,0.00078,021
54,0.00078,023
54,0.00078,025
54,0.00078,027
54,0.00078,029
54,0.00078,031
54,0.00078,033
54,0.00078,035
54,0.00078,037
54,0.00078,039
54,0.00078,041
54,0.00078,043
54,0.00078,045
54,0.00078,047
54,0.00078,049
54,0.00078,051
54,0.00078,053
54,0.00078,055
54,0.00078,057
54,0.00078,059
54,0.00078,061
54,0.00078,063
54,0.00078,065
54,0.00078,067
54,0.00078,069
54,0.00078,071
54,0.00078,073
54,0.00078,075
54,0.00078,077
54,0.00078,079
54,0.00078,081
54,0.00078,083
54,0.00078,085
54,0.00078,087
54,0.00078,089
54,0.00078,091
54,0.00078,093
54,0.00078,095
54,0.00078,097
54,0.00078,099
54,0.00078,101
54,0.00078,103
54,0.00078,105
54,0.00078,107
54,0.00078,109
56,0.000947,001
56,0.000947,003
56,0.000947,005
56,0.000947,007
56,0.000947,009
56,0.000947,011
56,0.000947,013
56,0.000947,015
56,0.000947,017
56,0.000947,019
56,0.000947,021
56,0.000947,023
56,0.000947,025
56,0.000947,027
56,0.000947,029
56,0.000947,031
56,0.000947,033
56,0.000947,035
56,0.000947,037
56,0.000947,039
56,0.000947,041
56,0.000947,043
56,0.000947,045
