ISO3,year,value,lower_uncertainty,upper_uncertainty,id
HND,1970,0.757404088973999,0.730024933815002,0.781551539897919,340
MEX,1970,0.78275728225708,0.747810244560242,0.868900001049042,484
NIC,1970,0.714490532875061,0.682698130607605,0.745030045509338,558
PAN,1970,0.834756910800934,0.814732074737549,0.857138693332672,591
SLV,1970,0.468164950609207,0.439284205436707,0.552766978740692,222
ABW,1970,,,,533
AIA,1970,,,,660
ATG,1970,0.985839247703552,0.930979907512665,1.0,28
BES,1970,0.931930303573608,0.852060437202454,1.0,535
BHS,1970,0.922999382019043,0.878938555717468,0.969300866127014,44
BRB,1970,0.916447758674622,0.860575497150421,1.0,52
CUB,1970,0.71792870759964,0.695453643798828,0.768884181976318,192
CUW,1970,0.986402094364166,0.912917912006378,1.0,531
CYM,1970,,,,136
DMA,1970,0.93230265378952,0.874120712280273,1.0,212
DOM,1970,0.678970873355865,0.657597661018372,0.738027393817902,214
GLP,1970,0.926737546920776,0.860357522964478,1.0,312
GRD,1970,0.864795863628387,0.819888949394226,0.996574521064758,308
HTI,1970,0.518196761608124,0.490880876779556,0.615637302398682,332
JAM,1970,0.70697820186615,0.682843387126923,0.769074499607086,388
KNA,1970,0.949418842792511,0.859681785106659,1.0,659
LCA,1970,,,,662
MAF,1970,,,,663
MSR,1970,,,,500
MTQ,1970,0.974579215049744,0.933978080749512,1.0,474
PRI,1970,0.44877952337265,0.42304140329361,0.555625081062317,630
TCA,1970,0.957003772258759,0.922264039516449,1.0,796
TTO,1970,0.800195336341858,0.768006563186646,0.847945153713226,780
VCT,1970,,,,670
VGB,1970,,,,92
VIR,1970,,,,850
CHN,1970,0.743012249469757,0.712729334831238,0.822676658630371,156
HKG,1970,0.971818268299103,0.843685746192932,1.0,344
JPN,1970,0.831409931182861,0.80310320854187,0.857116997241974,392
KOR,1970,0.773664236068726,0.745073080062866,0.809266805648804,410
MAC,1970,,,,446
MNG,1970,0.459747016429901,0.420198172330856,0.651518642902374,496
PRK,1970,0.851641654968262,0.828917145729065,0.876836717128754,408
AFG,1970,0.76144552230835,0.719160735607147,0.884978890419006,4
BGD,1970,0.363551825284958,0.343429535627365,0.470692545175552,50
BTN,1970,0.905914545059204,0.886840999126434,0.934795379638672,64
IND,1970,0.637515723705292,0.614613175392151,0.747433602809906,356
IRN,1970,0.884396553039551,0.810308933258057,1.0,364
LKA,1970,0.754063308238983,0.732491910457611,0.784899532794952,144
MDV,1970,,,,462
NPL,1970,0.822469472885132,0.800103425979614,0.843649983406067,524
PAK,1970,0.915980100631714,0.863689601421356,1.0,586
BRN,1970,0.962251603603363,0.928943395614624,1.0,96
IDN,1970,0.805683732032776,0.786412954330444,0.825833916664124,360
KHM,1970,0.829300820827484,0.811724901199341,0.843285381793976,116
LAO,1970,0.940601170063019,0.914551258087158,0.964456081390381,418
MMR,1970,0.834772109985352,0.81691986322403,0.85099333524704,104
MYS,1970,0.888413429260254,0.877831399440765,0.923184990882874,458
PHL,1970,0.746500253677368,0.720186650753021,0.774482667446136,608
SGP,1970,0.392500162124634,0.356292307376862,0.516040980815887,702
THA,1970,0.812621116638184,0.794247567653656,0.851093053817749,764
TLS,1970,0.876387417316437,0.852236092090607,0.89307564496994,626
VNM,1970,0.828193664550781,0.807454764842987,0.851485848426819,704
KAZ,1970,0.692200064659119,0.649247646331787,0.823279559612274,398
KGZ,1970,0.768489718437195,0.726630628108978,0.879247546195984,417
TJK,1970,0.799800932407379,0.760442733764648,0.876509428024292,762
TKM,1970,0.70447164773941,0.656628847122192,0.853555083274841,795
UZB,1970,0.716451823711395,0.677289724349976,0.853731274604797,860
ARE,1970,1.0,0.981214880943298,1.0,784
ARM,1970,0.78775030374527,0.753988206386566,0.866637587547302,51
AZE,1970,0.716709017753601,0.681066751480103,0.854017496109009,31
BHR,1970,1.0,1.0,1.0,48
CYP,1970,1.0,0.956562042236328,1.0,196
GEO,1970,0.593077421188354,0.554393827915192,0.691274464130402,268
IRQ,1970,1.0,0.909277975559235,1.0,368
ISR,1970,0.956991970539093,0.865002393722534,1.0,376
JOR,1970,1.0,0.944920599460602,1.0,400
KWT,1970,1.0,0.969518840312958,1.0,414
LBN,1970,0.6242396235466,0.589104890823364,0.801821529865265,422
OMN,1970,1.0,0.978035092353821,1.0,512
PSE,1970,1.0,0.953882396221161,1.0,275
QAT,1970,1.0,0.968283355236053,1.0,634
SAU,1970,0.845852375030518,0.803120911121368,0.942101538181305,682
SYR,1970,0.602754950523376,0.568510234355927,0.791031777858734,760
TUR,1970,0.776295304298401,0.750365972518921,0.873131811618805,792
YEM,1970,0.751608729362488,0.710786879062653,0.91712212562561,887
ALB,1970,0.680191040039062,0.654441833496094,0.757428288459778,8
AND,1970,0.774599611759186,0.737870872020721,0.888576924800873,20
BIH,1970,0.622248470783234,0.595255494117737,0.700031161308289,70
ESP,1970,0.620099306106567,0.593838334083557,0.746565520763397,724
GRC,1970,0.647664368152618,0.621407628059387,0.780698418617249,300
HRV,1970,0.774593412876129,0.745971977710724,0.841646432876587,191
ITA,1970,0.509894549846649,0.485168367624283,0.649947464466095,380
MKD,1970,0.615587532520294,0.587818682193756,0.754061937332153,807
MLT,1970,0.660644173622131,0.578009307384491,0.916674911975861,470
MNE,1970,0.488326460123062,0.456946700811386,0.634968757629395,499
PRT,1970,0.735263645648956,0.712125837802887,0.812153577804565,620
SMR,1970,0.356264472007751,0.328880727291107,0.557873725891113,674
SRB,1970,0.498726040124893,0.470197588205338,0.669290661811829,688
SVN,1970,0.710155367851257,0.681311309337616,0.782110869884491,705
BGR,1970,0.682000875473022,0.637008607387543,0.804620981216431,100
BLR,1970,0.743547797203064,0.719842672348022,0.823542654514313,112
CZE,1970,0.555474281311035,0.5226149559021,0.703677892684937,203
HUN,1970,0.483199328184128,0.457610249519348,0.657557666301727,348
MDA,1970,0.470554053783417,0.442321836948395,0.63122570514679,498
POL,1970,0.591985106468201,0.56379634141922,0.729235887527466,616
ROU,1970,0.59458714723587,0.571955800056458,0.720778465270996,642
RUS,1970,0.87287163734436,0.85996687412262,0.895185470581055,643
SVK,1970,0.610252380371094,0.585085868835449,0.713381588459015,703
UKR,1970,0.566401660442352,0.539923369884491,0.695341408252716,804
GGY,1970,,,,831
JEY,1970,,,,832
ALA,1970,0.927585184574127,0.894803881645203,0.991418361663818,248
DNK,1970,0.394373565912247,0.370729029178619,0.557446777820587,208
EST,1970,0.769697070121765,0.729379117488861,0.82764607667923,233
FIN,1970,0.935453057289124,0.903963267803192,0.959602117538452,246
FRO,1970,0.593331813812256,0.562644958496094,0.785577356815338,234
GBR,1970,0.380108296871185,0.352969795465469,0.558160066604614,826
IMN,1970,0.530791521072388,0.470431298017502,0.832453608512878,833
IRL,1970,0.348869621753693,0.32120469212532,0.501507163047791,372
ISL,1970,0.803678452968597,0.763962924480438,0.843864679336548,352
LTU,1970,0.551995158195496,0.525270581245422,0.659079313278198,440
LVA,1970,0.867916464805603,0.845180988311768,0.900401473045349,428
NOR,1970,0.946201384067535,0.920939981937408,0.961541175842285,578
SJM,1970,0.868483304977417,0.842903912067413,0.893460333347321,744
SWE,1970,0.877158164978027,0.849707961082458,0.895782113075256,752
AUT,1970,0.647369563579559,0.614492654800415,0.74740469455719,40
BEL,1970,0.562736570835114,0.525319755077362,0.712655425071716,56
CHE,1970,0.495136260986328,0.457145154476166,0.629500329494476,756
DEU,1970,0.597532510757446,0.560310363769531,0.741467714309692,276
FRA,1970,0.57273405790329,0.541196346282959,0.718398332595825,250
LIE,1970,0.567488610744476,0.526192247867584,0.681430041790009,438
LUX,1970,0.52079439163208,0.482688426971436,0.644043803215027,442
NLD,1970,0.545205414295197,0.510871410369873,0.726140379905701,528
ATA,1970,,,,10
DZA,1980,0.963785886764526,0.886318027973175,1.0,12
EGY,1980,1.0,0.954308211803436,1.0,818
ESH,1980,0.92570960521698,0.913280665874481,0.953175008296967,732
LBY,1980,0.998494625091553,0.945086419582367,1.0,434
MAR,1980,0.772305727005005,0.74022102355957,0.890883207321167,504
SDN,1980,0.80455207824707,0.76909464597702,0.933637678623199,729
TUN,1980,0.768516182899475,0.709233641624451,0.873079657554626,788
BEN,1980,0.979328989982605,0.90828150510788,1.0,204
BFA,1980,0.929442703723907,0.877628684043884,0.99559211730957,854
CIV,1980,0.644404649734497,0.613564252853394,0.725205600261688,384
CPV,1980,1.0,0.971206784248352,1.0,132
GHA,1980,0.696926176548004,0.657531797885895,0.785083770751953,288
GIN,1980,0.599822402000427,0.566041052341461,0.691055715084076,324
GMB,1980,0.731067061424255,0.685458481311798,0.848230540752411,270
GNB,1980,0.708989381790161,0.675687909126282,0.772885322570801,624
LBR,1980,0.764573454856873,0.743652403354645,0.79795640707016,430
MLI,1980,0.916643679141998,0.88280713558197,0.963498055934906,466
MRT,1980,0.868873655796051,0.838387906551361,0.923347115516663,478
NER,1980,0.904307067394257,0.861896097660065,0.953718721866608,562
NGA,1980,0.510301291942596,0.479635715484619,0.708708643913269,566
SEN,1980,0.825194537639618,0.777064859867096,0.924342691898346,686
SHN,1980,,,,654
SLE,1980,0.739865601062775,0.708165168762207,0.789684355258942,694
TGO,1980,0.687491178512573,0.648914515972137,0.784269571304321,768
ATF,1980,,,,260
BDI,1980,0.489821910858154,0.465325444936752,0.617072761058807,108
COM,1980,0.851127684116364,0.811841666698456,0.984228372573853,174
DJI,1980,0.832101225852966,0.780531525611877,0.942509949207306,262
ERI,1980,0.621707320213318,0.564035594463348,0.821573615074158,232
ETH,1980,0.786867558956146,0.761907458305359,0.870033442974091,231
IOT,1980,,,,86
KEN,1980,0.780402481555939,0.745511114597321,0.889322876930237,404
MDG,1980,0.638132214546204,0.600251972675323,0.737303972244263,450
MOZ,1980,0.701820552349091,0.660832345485687,0.834804892539978,508
MUS,1980,0.510038197040558,0.444911301136017,0.753185212612152,480
MWI,1980,0.803118824958801,0.758909404277802,0.863685011863708,454
MYT,1980,1.0,0.996100902557373,1.0,175
REU,1980,0.934954524040222,0.910535275936127,0.985547840595245,638
RWA,1980,0.557510077953339,0.528605461120605,0.664898872375488,646
SOM,1980,0.722626030445099,0.670480370521545,0.885626971721649,706
SSD,1980,0.730891406536102,0.690646767616272,0.879035413265228,728
SYC,1980,,,,690
TZA,1980,0.860589802265167,0.829732239246368,0.919414043426514,834
UGA,1980,0.689428269863129,0.651099562644958,0.77141135931015,800
ZMB,1980,0.898082375526428,0.869149267673492,0.93889981508255,894
ZWE,1980,0.946876764297485,0.916339576244354,0.987945020198822,716
AGO,1980,0.765459656715393,0.732776880264282,0.851580619812012,24
CAF,1980,0.941885769367218,0.930973529815674,0.959384679794312,140
CMR,1980,0.86238294839859,0.846199095249176,0.891332924365997,120
COD,1980,0.940626502037048,0.921064436435699,0.95749294757843,180
COG,1980,0.748048365116119,0.724067449569702,0.797787487506866,178
GAB,1980,0.83657294511795,0.816608667373657,0.861430466175079,266
GNQ,1980,0.888331174850464,0.873372077941895,0.915905654430389,226
STP,1980,0.948527038097382,0.902875304222107,1.0,678
TCD,1980,0.799770891666412,0.766523361206055,0.911076962947845,148
BWA,1980,0.827529311180115,0.784189105033875,0.902799487113953,72
LSO,1980,0.571350395679474,0.514361381530762,0.717080056667328,426
NAM,1980,0.768149852752686,0.732061862945557,0.876157462596893,516
SWZ,1980,0.615551471710205,0.549808323383331,0.779415309429169,748
ZAF,1980,0.616627752780914,0.571753919124603,0.76775848865509,710
AUS,1980,0.687921702861786,0.663577616214752,0.780443727970123,36
CXR,1980,,,,162
HMD,1980,,,,334
NFK,1980,,,,574
NZL,1980,0.524815797805786,0.487968295812607,0.604000389575958,554
FJI,1980,0.916642069816589,0.87980729341507,0.958788096904755,242
NCL,1980,0.851267337799072,0.830384075641632,0.877552568912506,540
PNG,1980,0.977585911750793,0.947665810585022,1.0,598
SLB,1980,0.953834652900696,0.912096261978149,1.0,90
VUT,1980,0.944427192211151,0.914873003959656,1.0,548
FSM,1980,,,,583
GUM,1980,,,,316
KIR,1980,,,,296
MHL,1980,,,,584
MNP,1980,,,,580
NRU,1980,,,,520
PLW,1980,,,,585
UMI,1980,,,,581
ASM,1980,,,,16
COK,1980,,,,184
NIU,1980,,,,570
PCN,1980,,,,612
PYF,1980,,,,258
TON,1980,,,,776
WLF,1980,,,,876
WSM,1980,0.876800775527954,0.808563113212585,1.0,882
BMU,1980,,,,60
CAN,1980,0.914611101150513,0.907645463943481,0.925343990325928,124
GRL,1980,0.911530911922455,0.899791181087494,0.932939827442169,304
SPM,1980,0.973705649375916,0.908085346221924,1.0,666
USA,1980,0.683226108551025,0.657595574855804,0.759271264076233,840
ARG,1980,0.77203232049942,0.738332688808441,0.848177552223206,32
BOL,1980,0.828156590461731,0.80709981918335,0.881200432777405,68
BRA,1980,0.821600377559662,0.803950786590576,0.848306000232697,76
BVT,1980,,,,74
CHL,1980,0.880043685436249,0.860004127025604,0.905235886573792,152
COL,1980,0.706181406974792,0.689049661159515,0.76191657781601,170
ECU,1980,0.837104380130768,0.820084929466248,0.865670144557953,218
FLK,1980,0.950617611408234,0.93962562084198,0.969472885131836,238
GUF,1980,0.993591725826263,0.989407479763031,0.997121095657349,254
GUY,1980,0.944309651851654,0.933829247951508,0.957571148872375,328
PER,1980,0.935937941074371,0.921595871448517,0.953272581100464,604
PRY,1980,0.808658301830292,0.784358501434326,0.842049777507782,600
SGS,1980,,,,239
SUR,1980,0.995189309120178,0.986331641674042,0.999799966812134,740
URY,1980,0.36011677980423,0.308554619550705,0.464683502912521,858
VEN,1980,0.866517543792725,0.847437560558319,0.896193504333496,862
BLZ,1980,0.94370573759079,0.929541945457458,0.960730016231537,84
CRI,1980,0.648314476013184,0.62002170085907,0.705710113048553,188
GTM,1980,0.728664994239807,0.702845573425293,0.75584888458252,320
HND,1980,0.738556921482086,0.710780322551727,0.7674281001091,340
MEX,1980,0.774930894374847,0.739947021007538,0.866867661476135,484
NIC,1980,0.705182552337646,0.673311293125153,0.741639316082001,558
PAN,1980,0.816096603870392,0.794885993003845,0.846332848072052,591
SLV,1980,0.422437310218811,0.396866202354431,0.516335964202881,222
ABW,1980,,,,533
AIA,1980,,,,660
ATG,1980,0.981676280498505,0.924933612346649,1.0,28
BES,1980,0.931437015533447,0.851963400840759,1.0,535
BHS,1980,0.92564868927002,0.879974722862244,0.97455358505249,44
BRB,1980,0.911705493927002,0.854449272155762,1.0,52
CUB,1980,0.647017598152161,0.625787198543549,0.717087626457214,192
CUW,1980,0.975393831729889,0.898753881454468,1.0,531
CYM,1980,,,,136
DMA,1980,0.935441911220551,0.876728534698486,1.0,212
DOM,1980,0.627800941467285,0.607345938682556,0.696075141429901,214
GLP,1980,0.925620555877686,0.862022280693054,1.0,312
GRD,1980,0.892949521541595,0.852827489376068,1.0,308
HTI,1980,0.530606389045715,0.50216817855835,0.630576133728027,332
JAM,1980,0.702004075050354,0.676289260387421,0.768969476222992,388
KNA,1980,0.948795855045319,0.85969340801239,1.0,659
LCA,1980,,,,662
MAF,1980,,,,663
MSR,1980,,,,500
MTQ,1980,0.979633390903473,0.939709305763245,1.0,474
PRI,1980,0.475049406290054,0.446471452713013,0.585996627807617,630
TCA,1980,0.961735308170319,0.923547208309174,1.0,796
TTO,1980,0.797291398048401,0.762400686740875,0.846384763717651,780
VCT,1980,,,,670
VGB,1980,,,,92
VIR,1980,,,,850
CHN,1980,0.700105726718903,0.670083463191986,0.792754590511322,156
HKG,1980,0.927006959915161,0.803100824356079,1.0,344
JPN,1980,0.837269842624664,0.80899703502655,0.863723993301392,392
KOR,1980,0.783558428287506,0.755151927471161,0.81834214925766,410
MAC,1980,,,,446
MNG,1980,0.473904132843018,0.433768093585968,0.663400769233704,496
PRK,1980,0.843675255775452,0.820720791816711,0.868891894817352,408
AFG,1980,0.761734962463379,0.718459248542786,0.888925552368164,4
BGD,1980,0.3591687977314,0.339217841625214,0.466247797012329,50
BTN,1980,0.883056104183197,0.860959053039551,0.909830033779144,64
IND,1980,0.623703956604004,0.600666522979736,0.734573721885681,356
IRN,1980,0.890647351741791,0.817977368831635,1.0,364
LKA,1980,0.741163909435272,0.718377232551575,0.775872826576233,144
MDV,1980,,,,462
NPL,1980,0.790575802326202,0.769256055355072,0.813998281955719,524
PAK,1980,0.901316940784454,0.850851118564606,0.984863042831421,586
BRN,1980,0.96343070268631,0.92809921503067,1.0,96
IDN,1980,0.800254762172699,0.779475212097168,0.820825397968292,360
KHM,1980,0.843554675579071,0.824075996875763,0.857399046421051,116
LAO,1980,0.935133278369904,0.909080505371094,0.959586262702942,418
MMR,1980,0.836031019687653,0.817461609840393,0.853176295757294,104
MYS,1980,0.874726533889771,0.863600075244904,0.91040027141571,458
PHL,1980,0.683685898780823,0.657468557357788,0.71454381942749,608
SGP,1980,0.374573200941086,0.337409913539886,0.502263069152832,702
THA,1980,0.737084209918976,0.718852698802948,0.772791266441345,764
TLS,1980,0.854117274284363,0.827761888504028,0.869077801704407,626
VNM,1980,0.816299974918365,0.79444694519043,0.838865399360657,704
KAZ,1980,0.682357251644135,0.638652622699738,0.820520579814911,398
KGZ,1980,0.764437913894653,0.721734762191772,0.879391610622406,417
TJK,1980,0.801513671875,0.761383414268494,0.880292117595673,762
TKM,1980,0.699022054672241,0.650326073169708,0.854084968566895,795
UZB,1980,0.713364243507385,0.673406064510345,0.85590124130249,860
ARE,1980,1.0,0.983800947666168,1.0,784
ARM,1980,0.78261536359787,0.748034954071045,0.866440951824188,51
AZE,1980,0.715504765510559,0.679087102413177,0.855913102626801,31
BHR,1980,1.0,1.0,1.0,48
CYP,1980,1.0,0.978700935840607,1.0,196
GEO,1980,0.601271212100983,0.561599969863892,0.698871552944183,268
IRQ,1980,1.0,0.902554214000702,1.0,368
ISR,1980,0.949936628341675,0.860242068767548,1.0,376
JOR,1980,1.0,0.943710684776306,1.0,400
KWT,1980,1.0,0.973483026027679,1.0,414
LBN,1980,0.633682608604431,0.597036838531494,0.810564994812012,422
OMN,1980,1.0,0.97940731048584,1.0,512
PSE,1980,1.0,0.95088267326355,1.0,275
QAT,1980,1.0,0.97038608789444,1.0,634
SAU,1980,0.846677303314209,0.80378782749176,0.946151435375214,682
SYR,1980,0.587169647216797,0.552440762519836,0.785882532596588,760
TUR,1980,0.768451035022736,0.741883993148804,0.868661463260651,792
YEM,1980,0.753894746303558,0.712922334671021,0.9219970703125,887
ALB,1980,0.688149094581604,0.660923779010773,0.761082649230957,8
AND,1980,0.778360188007355,0.741166830062866,0.893675088882446,20
BIH,1980,0.6281977891922,0.601127088069916,0.708016514778137,70
ESP,1980,0.625544905662537,0.598772048950195,0.750764310359955,724
GRC,1980,0.642822802066803,0.615934908390045,0.779950797557831,300
HRV,1980,0.781891345977783,0.752559304237366,0.848268032073975,191
ITA,1980,0.560944974422455,0.532608389854431,0.695383012294769,380
MKD,1980,0.620784163475037,0.59185516834259,0.760645806789398,807
MLT,1980,0.6678267121315,0.584646224975586,0.926391780376434,470
MNE,1980,0.501592516899109,0.469325721263885,0.645206212997437,499
PRT,1980,0.728285610675812,0.704883575439453,0.807466924190521,620
SMR,1980,0.437447398900986,0.413106620311737,0.633019983768463,674
SRB,1980,0.509985744953156,0.480552226305008,0.679267406463623,688
SVN,1980,0.717310190200806,0.687209486961365,0.788553059101105,705
BGR,1980,0.674521923065186,0.633116662502289,0.802576661109924,100
BLR,1980,0.741631627082825,0.717759728431702,0.823479533195496,112
CZE,1980,0.577726364135742,0.543432593345642,0.724291682243347,203
HUN,1980,0.498004496097565,0.471191883087158,0.670389950275421,348
MDA,1980,0.467834293842316,0.441004425287247,0.629648685455322,498
POL,1980,0.611962020397186,0.582845211029053,0.749446630477905,616
ROU,1980,0.594222247600555,0.571300745010376,0.72170352935791,642
RUS,1980,0.873755931854248,0.860515773296356,0.896515965461731,643
SVK,1980,0.618572890758514,0.59250020980835,0.720493257045746,703
UKR,1980,0.563674807548523,0.537580668926239,0.695618093013763,804
GGY,1980,,,,831
JEY,1980,,,,832
ALA,1980,0.928979754447937,0.895408272743225,0.992003560066223,248
DNK,1980,0.401370823383331,0.377094060182571,0.56453150510788,208
EST,1980,0.781527638435364,0.742048561573029,0.839679956436157,233
FIN,1980,0.95314747095108,0.912768006324768,0.977477312088013,246
FRO,1980,0.592469453811646,0.561803936958313,0.786974608898163,234
GBR,1980,0.387214660644531,0.359463185071945,0.565384030342102,826
IMN,1980,0.535082638263702,0.476435750722885,0.837996482849121,833
IRL,1980,0.358173668384552,0.334938764572144,0.515129446983337,372
ISL,1980,0.803396463394165,0.763772189617157,0.844675719738007,352
LTU,1980,0.551236689090729,0.524497449398041,0.659453928470612,440
LVA,1980,0.870559632778168,0.847904443740845,0.903987646102905,428
NOR,1980,0.949007451534271,0.922317266464233,0.964018881320953,578
SJM,1980,0.868476986885071,0.842898368835449,0.893454372882843,744
SWE,1980,0.892185389995575,0.866692006587982,0.911157846450806,752
AUT,1980,0.667806506156921,0.633857488632202,0.76421707868576,40
BEL,1980,0.629684805870056,0.587210655212402,0.771537899971008,56
CHE,1980,0.533545792102814,0.493353754281998,0.663045108318329,756
DEU,1980,0.611939907073975,0.573870241641998,0.753468573093414,276
FRA,1980,0.583015859127045,0.55079048871994,0.726740419864655,250
LIE,1980,0.590184092521667,0.5476313829422,0.700041651725769,438
LUX,1980,0.564574301242828,0.522895991802216,0.682539761066437,442
NLD,1980,0.567844688892365,0.531597018241882,0.743586301803589,528
ATA,1980,,,,10
DZA,1990,0.971375465393066,0.893126666545868,1.0,12
EGY,1990,1.0,0.953273057937622,1.0,818
ESH,1990,0.926598727703094,0.91405862569809,0.955994188785553,732
LBY,1990,0.995540201663971,0.942000210285187,1.0,434
MAR,1990,0.755182087421417,0.723853230476379,0.879531264305115,504
SDN,1990,0.767825484275818,0.732689917087555,0.909547388553619,729
TUN,1990,0.763475179672241,0.705872297286987,0.869672000408173,788
BEN,1990,0.963996052742004,0.896583259105682,1.0,204
BFA,1990,0.911596298217773,0.859588801860809,0.979768633842468,854
CIV,1990,0.605246543884277,0.57653796672821,0.694617927074432,384
CPV,1990,1.0,0.961295008659363,1.0,132
GHA,1990,0.666965425014496,0.626877546310425,0.763750970363617,288
GIN,1990,0.59701269865036,0.562931597232819,0.691851615905762,324
GMB,1990,0.698303699493408,0.652297377586365,0.83129608631134,270
GNB,1990,0.678151488304138,0.645497918128967,0.749426126480103,624
LBR,1990,0.761242508888245,0.739931106567383,0.797203540802002,430
MLI,1990,0.915160715579987,0.878992736339569,0.963787317276001,466
MRT,1990,0.8793825507164,0.845098674297333,0.934804737567902,478
NER,1990,0.888903617858887,0.845301628112793,0.943699359893799,562
NGA,1990,0.499401688575745,0.469288170337677,0.701332688331604,566
SEN,1990,0.822093486785889,0.772768616676331,0.924915671348572,686
SHN,1990,,,,654
SLE,1990,0.723765254020691,0.691767394542694,0.779058158397675,694
TGO,1990,0.666557013988495,0.629538714885712,0.771226584911346,768
ATF,1990,,,,260
BDI,1990,0.478839188814163,0.455315738916397,0.611002802848816,108
COM,1990,0.810256659984589,0.771013200283051,0.940026700496674,174
DJI,1990,0.82139390707016,0.768473625183105,0.937473952770233,262
ERI,1990,0.623365640640259,0.564081132411957,0.832037389278412,232
ETH,1990,0.795102715492249,0.769085109233856,0.876630544662476,231
IOT,1990,,,,86
KEN,1990,0.762259483337402,0.728195428848267,0.87646347284317,404
MDG,1990,0.63512921333313,0.597604095935822,0.739569902420044,450
MOZ,1990,0.694953143596649,0.654133141040802,0.831238806247711,508
MUS,1990,0.502887308597565,0.438343733549118,0.74365496635437,480
MWI,1990,0.769565522670746,0.724496483802795,0.841796517372131,454
MYT,1990,1.0,0.996087670326233,1.0,175
REU,1990,0.921386659145355,0.899232029914856,0.97228741645813,638
RWA,1990,0.51511025428772,0.488714158535004,0.6344353556633,646
SOM,1990,0.716516196727753,0.664357483386993,0.881837010383606,706
SSD,1990,0.680605888366699,0.642657697200775,0.843196034431458,728
SYC,1990,,,,690
TZA,1990,0.851677656173706,0.82082337141037,0.915436148643494,834
UGA,1990,0.63524466753006,0.598442018032074,0.729777038097382,800
ZMB,1990,0.894630491733551,0.865995705127716,0.939448416233063,894
ZWE,1990,0.937615036964417,0.905141115188599,0.987052321434021,716
AGO,1990,0.768150806427002,0.735386610031128,0.8564532995224,24
CAF,1990,0.944869697093964,0.932139217853546,0.962887048721313,140
CMR,1990,0.860897719860077,0.845066726207733,0.889931321144104,120
COD,1990,0.94367504119873,0.921985328197479,0.961133182048798,180
COG,1990,0.748456835746765,0.724959075450897,0.798834681510925,178
GAB,1990,0.839994609355927,0.821596145629883,0.863409280776978,266
GNQ,1990,0.89528751373291,0.874614238739014,0.924833416938782,226
STP,1990,0.93347579240799,0.889378130435944,1.0,678
TCD,1990,0.798696160316467,0.762809634208679,0.91171783208847,148
BWA,1990,0.826638519763947,0.782357752323151,0.906415045261383,72
LSO,1990,0.560740828514099,0.502462029457092,0.711027383804321,426
NAM,1990,0.769793093204498,0.733335614204407,0.879341185092926,516
SWZ,1990,0.612977385520935,0.543295383453369,0.778593063354492,748
ZAF,1990,0.600418388843536,0.555742025375366,0.758344233036041,710
AUS,1990,0.687524080276489,0.66328763961792,0.781515538692474,36
CXR,1990,,,,162
HMD,1990,,,,334
NFK,1990,,,,574
NZL,1990,0.531598806381226,0.496841877698898,0.612249553203583,554
FJI,1990,0.864775717258453,0.835886299610138,0.899761617183685,242
NCL,1990,0.857658207416534,0.838963508605957,0.883391976356506,540
PNG,1990,0.97896933555603,0.946957290172577,1.0,598
SLB,1990,0.957535207271576,0.911872208118439,1.0,90
VUT,1990,0.946355581283569,0.91480016708374,1.0,548
FSM,1990,,,,583
GUM,1990,,,,316
KIR,1990,,,,296
MHL,1990,,,,584
MNP,1990,,,,580
NRU,1990,,,,520
PLW,1990,,,,585
UMI,1990,,,,581
ASM,1990,,,,16
COK,1990,,,,184
NIU,1990,,,,570
PCN,1990,,,,612
PYF,1990,,,,258
TON,1990,,,,776
WLF,1990,,,,876
WSM,1990,0.874786913394928,0.810208022594452,1.0,882
BMU,1990,,,,60
CAN,1990,0.911304473876953,0.904035151004791,0.922492325305939,124
GRL,1990,0.911528527736664,0.899788498878479,0.932937681674957,304
SPM,1990,0.97062885761261,0.906691789627075,1.0,666
USA,1990,0.683297038078308,0.657651901245117,0.761031568050385,840
ARG,1990,0.771550297737122,0.737885057926178,0.850094556808472,32
BOL,1990,0.817963004112244,0.796978712081909,0.875004589557648,68
BRA,1990,0.802737414836884,0.783626198768616,0.83500874042511,76
BVT,1990,,,,74
CHL,1990,0.886523485183716,0.865293085575104,0.912761688232422,152
COL,1990,0.707418084144592,0.690205574035645,0.764342725276947,170
ECU,1990,0.80392062664032,0.787158370018005,0.841217458248138,218
FLK,1990,0.950597167015076,0.939599215984344,0.969456553459167,238
GUF,1990,0.993173062801361,0.988436639308929,0.99698930978775,254
GUY,1990,0.942115902900696,0.932770371437073,0.95491087436676,328
PER,1990,0.92154324054718,0.906897842884064,0.943728506565094,604
PRY,1990,0.743794500827789,0.716978490352631,0.792498707771301,600
SGS,1990,,,,239
SUR,1990,0.992633938789368,0.985441923141479,0.996974408626556,740
URY,1990,0.360433161258698,0.309269636869431,0.46799373626709,858
VEN,1990,0.86191588640213,0.842572212219238,0.895552635192871,862
BLZ,1990,0.932232916355133,0.916098952293396,0.949624061584473,84
CRI,1990,0.651947736740112,0.622783899307251,0.712790668010712,188
GTM,1990,0.666284620761871,0.639936506748199,0.708677351474762,320
HND,1990,0.728683233261108,0.700442910194397,0.761185765266418,340
MEX,1990,0.758922636508942,0.723923623561859,0.858861267566681,484
NIC,1990,0.686878859996796,0.655223786830902,0.728937149047852,558
PAN,1990,0.792067766189575,0.77050507068634,0.829702913761139,591
SLV,1990,0.407524198293686,0.382852345705032,0.508037149906158,222
