'state_id','county_id','value','start_date','end_date','source','dataset'),
(6,23,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,25,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,27,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,29,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,31,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,33,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,35,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,37,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,39,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,41,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,43,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,45,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,47,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,49,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,51,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,53,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,55,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,57,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,59,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,61,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,63,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,65,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,67,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,69,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,71,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,73,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,75,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,77,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,79,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,81,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,83,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,85,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,87,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,89,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,91,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,93,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,95,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,97,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,99,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,101,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,103,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,105,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,107,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,109,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,111,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,113,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(6,115,3535.2477306151427,'2018-01-01','2018-12-31',14,85),
(8,1,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,3,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,5,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,7,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,9,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,11,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,13,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,14,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,15,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,17,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,19,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,21,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,23,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,25,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,27,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,29,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,31,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,33,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,35,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,37,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,39,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,41,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,43,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,45,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,47,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,49,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,51,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,53,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,55,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,57,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,59,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,61,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,63,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,65,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,67,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,69,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,71,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,73,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,75,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,77,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,79,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,81,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,83,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,85,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,87,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,89,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,91,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,93,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,95,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,97,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,99,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,101,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,103,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,105,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,107,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,109,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,111,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,113,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,115,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,117,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,119,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,121,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,123,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(8,125,3255.6443209447725,'2018-01-01','2018-12-31',14,85),
(9,1,3807.178911946158,'2018-01-01','2018-12-31',14,85),
(9,3,3807.178911946158,'2018-01-01','2018-12-31',14,85),
(9,5,3807.178911946158,'2018-01-01','2018-12-31',14,85),
(9,7,3807.178911946158,'2018-01-01','2018-12-31',14,85),
(9,9,3807.178911946158,'2018-01-01','2018-12-31',14,85),
(9,11,3807.178911946158,'2018-01-01','2018-12-31',14,85),
(9,13,3807.178911946158,'2018-01-01','2018-12-31',14,85),
(9,15,3807.178911946158,'2018-01-01','2018-12-31',14,85),
(11,1,3000.141242937853,'2018-01-01','2018-12-31',14,85),
(10,1,3845.4452405322418,'2018-01-01','2018-12-31',14,85),
(10,3,3845.4452405322418,'2018-01-01','2018-12-31',14,85),
(10,5,3845.4452405322418,'2018-01-01','2018-12-31',14,85),
(12,1,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,3,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,5,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,7,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,9,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,11,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,13,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,15,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,17,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,19,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,21,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,23,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,27,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,29,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,31,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,33,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,35,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,37,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,39,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,41,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,43,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,45,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,47,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,49,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,51,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,53,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,55,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,57,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,59,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,61,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,63,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,65,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,67,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,69,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,71,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,73,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,75,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,77,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,79,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,81,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,83,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,85,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,86,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,87,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,89,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,91,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,93,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,95,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,97,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,99,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,101,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,103,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,105,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,107,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,109,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,111,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,113,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,115,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,117,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,119,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,121,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,123,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,125,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,127,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,129,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,131,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(12,133,2918.9838079285314,'2018-01-01','2018-12-31',14,85),
(13,1,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,3,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,5,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,7,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,9,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,11,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,13,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,15,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,17,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,19,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,21,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,23,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,25,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
